title,first_author,year,pdf_url
Distributed Quantum Vote Based on Quantum Logical Operators, a New Battlefield of the Second Quantum Revolution,Xin Sun,2022,http://arxiv.org/pdf/2202.00147v1
Music Composition Using Quantum Annealing,Ashish Arya,2022,http://arxiv.org/pdf/2201.10557v1
Superconformal Quantum Mechanics on a Quantum Computer,Yuan Feng,2022,http://arxiv.org/pdf/2201.00805v2
Characterizing Qubit Traffic of a Quantum Intranet aiming at Modular Quantum Computers,Santiago Rodrigo,2022,http://arxiv.org/pdf/2209.00126v1
Universal measurement-based quantum computation in a one-dimensional architecture enabled by dual-unitary circuits,David T. Stephen,2022,http://arxiv.org/pdf/2209.06191v2
Modeling Quantum Enhanced Sensing on a Quantum Computer,Cindy Tran,2022,http://arxiv.org/pdf/2209.08187v1
Characterizing a non-equilibrium phase transition on a quantum computer,Eli Chertkov,2022,http://arxiv.org/pdf/2209.12889v3
Completeness of the ZX-calculus,Quanlong Wang,2022,http://arxiv.org/pdf/2209.14894v2
Fault-tolerant error correction for a universal non-Abelian topological quantum computer at finite temperature,Alexis Schotte,2022,http://arxiv.org/pdf/2301.00054v1
Investigation of Perturbation Theory with Variational Quantum Algorithm,H. Davoodi Yeganeh,2022,http://arxiv.org/pdf/2212.14575v1
Quantum classical hybrid neural networks for continuous variable prediction,Prateek Jain,2022,http://arxiv.org/pdf/2212.04209v5
Correcting Coherent Errors by Random Operation on Actual Quantum Hardware,Gabriele Cenedese,2022,http://arxiv.org/pdf/2211.16114v1
Toward nuclear physics from lattice QCD on quantum computers,Arata Yamamoto,2022,http://arxiv.org/pdf/2211.14550v2
Identification of topological phases using classically-optimized variational quantum eigensolver,Ken N. Okada,2022,http://arxiv.org/pdf/2202.02909v2
Programming with Quantum Mechanics,Evandro C. R. da Rosa,2022,http://arxiv.org/pdf/2210.15506v1
Quantum density estimation with density matrices: Application to quantum anomaly detection,Diego H. Useche,2022,http://arxiv.org/pdf/2201.10006v5
Benchmarking Amplitude Estimation on a Superconducting Quantum Computer,Salvatore Certo,2022,http://arxiv.org/pdf/2201.06987v2
The Basics of Quantum Computing for Chemists,Daniel Claudino,2022,http://arxiv.org/pdf/2203.15063v2
Psitrum: An Open Source Simulator for Universal Quantum Computers,Mohammed Alghadeer,2022,http://arxiv.org/pdf/2203.07301v3
Resource Allocation in Quantum Networks for Distributed Quantum Computing,Claudio Cicconetti,2022,http://arxiv.org/pdf/2203.05844v2
SpinQ Triangulum: a commercial three-qubit desktop quantum computer,Guanru Feng,2022,http://arxiv.org/pdf/2202.02983v1
Simulations for the Development of Quantum Computational Devices for HEP,James B. Kowalkowski,2022,http://arxiv.org/pdf/2203.09740v1
Evolution of Quantum Computing: A Systematic Survey on the Use of Quantum Computing Tools,Paramita Basak Upama,2022,http://arxiv.org/pdf/2204.01856v1
Quantum Computers, Predictability, and Free Will,Gil Kalai,2022,http://arxiv.org/pdf/2204.02768v1
Near-Term Quantum Computing Techniques: Variational Quantum Algorithms, Error Mitigation, Circuit Compilation, Benchmarking and Classical Simulation,He-Liang Huang,2022,http://arxiv.org/pdf/2211.08737v3
Assessing the Stability of Noisy Quantum Computation,Samudra Dasgupta,2022,http://arxiv.org/pdf/2208.07219v2
Optimizing resource efficiencies for scalable full-stack quantum computers,Marco Fellous-Asiani,2022,http://arxiv.org/pdf/2209.05469v3
Quantum Vulnerability Analysis to Accurate Estimate the Quantum Algorithm Success Rate,Fang Qi,2022,http://arxiv.org/pdf/2207.14446v2
Ion Coulomb Crystals in Storage Rings for Quantum Information Science,S. Brooks,2022,http://arxiv.org/pdf/2203.06809v2
Oracle separations of hybrid quantum-classical circuits,Atul Singh Arora,2022,http://arxiv.org/pdf/2201.01904v1
Verifiable blind quantum computation with identity authentication for different types of clients,Junyu Quan,2022,http://arxiv.org/pdf/2210.09830v1
Efficient Hamiltonian Reduction for Quantum Annealing on SatCom Beam Placement Problem,Thinh Q. Dinh,2022,http://arxiv.org/pdf/2210.06042v1
Distributed quantum computing with photons and atomic memories,Eun Oh,2022,http://arxiv.org/pdf/2207.02350v1
Understanding Quantum Software Engineering Challenges An Empirical Study on Stack Exchange Forums and GitHub Issues,Mohamed Raed El aoun,2022,http://arxiv.org/pdf/2205.03181v1
Quantum Proof of Work with Parametrized Quantum Circuits,Mikhail Y. Shalaginov,2022,http://arxiv.org/pdf/2204.10643v2
Oblivious Quantum Computation and Delegated Multiparty Quantum Computation,Masahito Hayashi,2022,http://arxiv.org/pdf/2211.00962v4
Active volume: An architecture for efficient fault-tolerant quantum computers with limited non-local connections,Daniel Litinski,2022,http://arxiv.org/pdf/2211.15465v1
Generation of Schrödinger cat states with Wigner negativity using continuous-wave low-loss waveguide optical parametric amplifier,Kan Takase,2022,http://arxiv.org/pdf/2201.06185v1
Orders of magnitude reduction in the computational overhead for quantum many-body problems on quantum computers via an exact transcorrelated method,Igor O. Sokolov,2022,http://arxiv.org/pdf/2201.03049v2
Continuous Variable Quantum Algorithms: an Introduction,Samantha Buck,2021,http://arxiv.org/pdf/2107.02151v1
Adiabatic Quantum Computing for Solving the Weapon-Target Assignment Problem,Veit Stooß,2021,http://arxiv.org/pdf/2105.02011v1
Symmetry Protected Quantum Computation,Michael H. Freedman,2021,http://arxiv.org/pdf/2105.04649v3
Playing quantum nonlocal games with six noisy qubits on the cloud,Meron Sheffer,2021,http://arxiv.org/pdf/2105.05266v3
Noncyclic nonadiabatic holonomic quantum gates via shortcuts to adiabaticity,Sai Li,2021,http://arxiv.org/pdf/2105.13912v1
A systematic mapping on quantum software development in the context of software engineering,Paulo Eduardo Zanni Junior,2021,http://arxiv.org/pdf/2106.00926v2
A practical guide for building superconducting quantum devices,Yvonne Y. Gao,2021,http://arxiv.org/pdf/2106.06173v2
Unconstrained Binary Models of the Travelling Salesman Problem Variants for Quantum Optimization,Özlem Salehi,2021,http://arxiv.org/pdf/2106.09056v2
QUBO formulations for numerical quantum computing,Kyungtaek Jun,2021,http://arxiv.org/pdf/2106.10819v4
Experimental Quantum Computing to Solve Network DC Power Flow Problem,Rozhin Eskandarpour,2021,http://arxiv.org/pdf/2106.12032v2
Comparison of Cloud-Based Ion Trap and Superconducting Quantum Computer Architectures,S. Blinov,2021,http://arxiv.org/pdf/2102.00371v1
Quantum Computing Platforms: Assessing the Impact on Quality Attributes and SDLC Activities,Balwinder Sodhi,2021,http://arxiv.org/pdf/2104.14261v1
Adiabatic Quantum Graph Matching with Permutation Matrix Constraints,Marcel Seelbach Benkner,2021,http://arxiv.org/pdf/2107.04032v1
3D Topological Quantum Computing,Torsten Asselmeyer-Maluga,2021,http://arxiv.org/pdf/2107.08049v1
Lattice Quantum Chromodynamics and Electrodynamics on a Universal Quantum Computer,Angus Kan,2021,http://arxiv.org/pdf/2107.12769v3
Shuttle-Exploiting Attacks and Their Defenses in Trapped-Ion Quantum Computers,Abdullah Ash Saki,2021,http://arxiv.org/pdf/2108.01054v1
Energy levels estimation on a quantum computer by evolution of a physical quantity,Kh. P. Gnatenko,2021,http://arxiv.org/pdf/2108.08873v1
Detection of energy levels of a spin system on a quantum computer by probe spin evolution,Kh. P. Gnatenko,2021,http://arxiv.org/pdf/2109.11400v2
n-Qubit Operations on Sphere and Queueing Scaling Limits for Programmable Quantum Computer,Wanyang Dai,2021,http://arxiv.org/pdf/2109.14266v1
Formal Verification of Quantum Programs: Theory, Tools and Challenges,Marco Lewis,2021,http://arxiv.org/pdf/2110.01320v2
Transferring quantum information between a quantum system with limited control and a quantum computer,Ryosuke Sakai,2021,http://arxiv.org/pdf/2110.05683v1
A Leap among Quantum Computing and Quantum Neural Networks: A Survey,Fabio Valerio Massoli,2021,http://arxiv.org/pdf/2107.03313v2
A backend-agnostic, quantum-classical framework for simulations of chemistry in C++,Daniel Claudino,2021,http://arxiv.org/pdf/2105.01619v1
Detecting Entanglement Generating Circuits in Cloud-Based Quantum Computing,Jiheon Seong,2021,http://arxiv.org/pdf/2110.10528v1
Variational Quantum Simulation of Chemical Dynamics with Quantum Computers,Chee-Kong Lee,2021,http://arxiv.org/pdf/2110.06143v1
Efficient, stabilized two-qubit gates on a trapped-ion quantum computer,Reinhold Blümel,2021,http://arxiv.org/pdf/2101.07887v1
Quantum computing hardware in the cloud: Should a computational chemist care?,A. Rossi,2021,http://arxiv.org/pdf/2102.03248v2
A Quantum Computer Amenable Sparse Matrix Equation Solver,Christopher D. Phillips,2021,http://arxiv.org/pdf/2112.02600v3
Morse Potential on a Quantum Computer for Molecules and Supersymmetric Quantum Mechanics,Josh Apanavicius,2021,http://arxiv.org/pdf/2102.05102v1
SU(2) hadrons on a quantum computer,Yasar Atas,2021,http://arxiv.org/pdf/2102.08920v3
Simulating strongly interacting Hubbard chains with the Variational Hamiltonian Ansatz on a quantum computer,Baptiste Anselme Martin,2021,http://arxiv.org/pdf/2111.11996v3
Error mitigation in variational quantum eigensolvers using tailored probabilistic machine learning,Tao Jiang,2021,http://arxiv.org/pdf/2111.08814v3
Re-examining the quantum volume test: Ideal distributions, compiler optimizations, confidence intervals, and scalable resource estimations,Charles H. Baldwin,2021,http://arxiv.org/pdf/2110.14808v3
The role of cohomology in quantum computation with magic states,Robert Raussendorf,2021,http://arxiv.org/pdf/2110.11631v3
Experimental implementation of universal holonomic quantum computation on solid-state spins with optimal control,Yang Dong,2021,http://arxiv.org/pdf/2102.09227v1
Distributed Quantum Computing with QMPI,Thomas Häner,2021,http://arxiv.org/pdf/2105.01109v1
Equivalence of Single-server and Multiple-servers Blind Quantum Computation Protocols,Yuichi Sano,2021,http://arxiv.org/pdf/2106.05547v2
Measuring distance between quantum states on a quantum computer,A. R. Kuzmak,2021,http://arxiv.org/pdf/2103.05301v2
Superconducting Circuit Architecture for Digital-Analog Quantum Computing,J. Yu,2021,http://arxiv.org/pdf/2103.15696v2
Flow conditions for continuous variable measurement-based quantum computing,Robert I. Booth,2021,http://arxiv.org/pdf/2104.00572v3
On the extremal points of the $Λ$-polytopes and classical simulation of quantum computation with magic states,Cihan Okay,2021,http://arxiv.org/pdf/2104.05822v1
Qubit Sensing: A New Attack Model for Multi-programming Quantum Computing,Abdullah Ash Saki,2021,http://arxiv.org/pdf/2104.05899v1
Quantum Walks, Feynman Propagators and Graph Topology on an IBM Quantum Computer,Yuan Feng,2021,http://arxiv.org/pdf/2104.06458v2
Noisy Quantum Computation Modeled by Quantum Walk: Universality without Ancillas,Noa Feldman,2021,http://arxiv.org/pdf/2104.12096v2
Optical vortex manipulation for topological quantum computation,Chengyun Hua,2021,http://arxiv.org/pdf/2104.15012v2
Hybrid Quantum-Classical Neural Network for Cloud-supported In-Vehicle Cyberattack Detection,Mhafuzul Islam,2021,http://arxiv.org/pdf/2110.07467v1
Low-overhead fault-tolerant quantum computing using long-range connectivity,Lawrence Z. Cohen,2021,http://arxiv.org/pdf/2110.10794v2
Native multiqubit Toffoli gates on ion trap quantum computers,Nilesh Goel,2021,http://arxiv.org/pdf/2103.00593v1
Casimir energy with chiral fermions on a quantum computer,Juliette K. Stecenko,2021,http://arxiv.org/pdf/2105.02032v1
Realizing coherently convertible dual-type qubits with the same ion species,H. -X. Yang,2021,http://arxiv.org/pdf/2106.14906v1
Variational secure cloud quantum computing,Yuta Shingu,2021,http://arxiv.org/pdf/2106.15770v1
A Serverless Cloud Integration For Quantum Computing,M. Grossi,2021,http://arxiv.org/pdf/2107.02007v1
Endless Fun in high dimensions -- A Quantum Card Game,Lea Kopf,2021,http://arxiv.org/pdf/2107.12007v3
Step-by-Step HHL Algorithm Walkthrough to Enhance the Understanding of Critical Quantum Computing Concepts,Hector Jose Morrell Jr,2021,http://arxiv.org/pdf/2108.09004v4
All-photonic architectural roadmap for scalable quantum computing using Greenberger-Horne-Zeilinger states,Srikrishna Omkar,2021,http://arxiv.org/pdf/2109.12280v4
State preparation and evolution in quantum computing: a perspective from Hamiltonian moments,Joseph C. Aulicino,2021,http://arxiv.org/pdf/2109.12790v2
Universal quantum computation via quantum controlled classical operations,Sebastian Horvat,2021,http://arxiv.org/pdf/2104.06424v2
Two-qubit gates in a trapped-ion quantum computer by engineering motional modes,Ming Li,2021,http://arxiv.org/pdf/2104.13870v1
A Survey and Tutorial on Security and Resilience of Quantum Computing,Abdullah Ash Saki,2021,http://arxiv.org/pdf/2106.06081v1
Adiabatic Quantum Feature Selection for Sparse Linear Regression,Surya Sai Teja Desu,2021,http://arxiv.org/pdf/2106.02357v1
Consideration of the Need for Quantum Grid Computing,Dominic Rosch-Grace,2021,http://arxiv.org/pdf/2106.11341v1
Quantum computations (course of lectures),Yuri I. Ozhigov,2021,http://arxiv.org/pdf/2107.08047v3
Deterministic one-way logic gates on a cloud quantum computer,Zhi-Peng Yang,2021,http://arxiv.org/pdf/2108.03865v2
Tensor Networks for Simulating Quantum Circuits on FPGAs,Maksim Levental,2021,http://arxiv.org/pdf/2108.06831v1
Noisy intermediate-scale quantum computing algorithm for solving an $n$-vertex MaxCut problem with log($n$) qubits,Marko J. Rančić,2021,http://arxiv.org/pdf/2110.10788v3
Feature Selection for Recommender Systems with Quantum Computing,Riccardo Nembrini,2021,http://arxiv.org/pdf/2110.05089v1
Building a large-scale quantum computer with continuous-variable optical technologies,Kosuke Fukui,2021,http://arxiv.org/pdf/2110.03247v2
Detecting Qubit-coupling Faults in Ion-trap Quantum Computers,Andrii O. Maksymov,2021,http://arxiv.org/pdf/2108.03708v2
On Information-Theoretic Classical Verification of Quantum Computers,Ayal Green,2021,http://arxiv.org/pdf/2105.05942v1
Polaritonic Unitary Coupled Cluster for Quantum Computations,Fabijan Pavošević,2021,http://arxiv.org/pdf/2106.09842v1
Training Quantum Embedding Kernels on Near-Term Quantum Computers,Thomas Hubregtsen,2021,http://arxiv.org/pdf/2105.02276v1
Quantum Computational Complexity -- From Quantum Information to Black Holes and Back,Shira Chapman,2021,http://arxiv.org/pdf/2110.14672v1
Error-Tolerant Geometric Quantum Control for Logical Qubits with Minimal Resource,Tao Chen,2021,http://arxiv.org/pdf/2112.08823v1
Separation of gates in quantum parallel programming,Kan He,2021,http://arxiv.org/pdf/2110.14965v1
Holomorphic representation of quantum computations,Ulysse Chabaud,2021,http://arxiv.org/pdf/2111.00117v3
Nonadiabatic geometric quantum computation with shortened path on superconducting circuits,Cheng-Yun Ding,2021,http://arxiv.org/pdf/2111.01410v1
A trapped ion quantum computer with robust entangling gates and quantum coherent feedback,Tom Manovitz,2021,http://arxiv.org/pdf/2111.04155v1
Quantum computing is scalable on a planar array of qubits with fabrication defects,Armands Strikis,2021,http://arxiv.org/pdf/2111.06432v3
Formal Quantum Software Engineering: Introducing the Formal Methods of Software Engineering to Quantum Computing,Carmelo R. Cartiere,2021,http://arxiv.org/pdf/2111.08426v1
Cryogenic Memory Technologies,Shamiul Alam,2021,http://arxiv.org/pdf/2111.09436v2
Quantum portfolio value forecasting,Cristina Sanz-Fernandez,2021,http://arxiv.org/pdf/2111.14970v1
Quantum computational advantage attested by nonlocal games with the cyclic cluster state,Austin K. Daniel,2021,http://arxiv.org/pdf/2110.04277v2
On nonlinear transformations in quantum computation,Zoë Holmes,2021,http://arxiv.org/pdf/2112.12307v2
Measurement-Based Quantum Computation,Tzu-Chieh Wei,2021,http://arxiv.org/pdf/2109.10111v1
Algorithmic Strategies for seizing Quantum Computing,Adrián Pérez-Salinas,2021,http://arxiv.org/pdf/2112.15175v1
A systematic variational approach to band theory in a quantum computer,Kyle Sherbert,2021,http://arxiv.org/pdf/2104.03409v2
